date,Region,County,market,latitude,longitude,category,commodity,unit,price
7/15/2021,Eastern,MAKUENI,Kathonzweni (Makueni),-1.91,37.73,vegetables and fruits,Onions (dry),13 KG,650.0
7/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,cereals and tubers,"Maize (white, dry)",90 KG,2568.0
7/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,cereals and tubers,"Potatoes (Irish, white)",50 KG,1667.0
7/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,cereals and tubers,Sorghum (red),90 KG,3798.0
7/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,cereals and tubers,Sorghum (white),90 KG,3749.0
7/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,pulses and nuts,Cowpeas,90 KG,5736.0
7/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,vegetables and fruits,Kale,50 KG,1000.0
7/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,vegetables and fruits,Onions (dry),13 KG,780.0
7/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,vegetables and fruits,Tomatoes,64 KG,2325.0
7/15/2021,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,cereals and tubers,"Maize (white, dry)",90 KG,3600.0
7/15/2021,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,cereals and tubers,"Potatoes (Irish, white)",50 KG,1125.0
7/15/2021,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,cereals and tubers,Rice (aromatic),50 KG,6750.0
7/15/2021,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Onions (dry),13 KG,636.0
7/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,cereals and tubers,"Maize (white, dry)",90 KG,3237.0
7/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,cereals and tubers,"Potatoes (Irish, white)",50 KG,1317.0
7/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,cereals and tubers,Sorghum (red),90 KG,4500.0
7/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,"meat, fish and eggs","Fish (omena, dry)",KG,170.0
7/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,pulses and nuts,Beans (rosecoco),90 KG,10800.0
7/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,pulses and nuts,Beans (yellow),90 KG,9000.0
7/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Cabbage,126 KG,1890.0
7/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Onions (dry),13 KG,596.0
7/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Tomatoes,64 KG,3125.0
7/15/2021,Nairobi,NAIROBI,Nairobi,-1.28,36.82,cereals and tubers,Maize,KG,34.0
7/15/2021,Nairobi,NAIROBI,Nairobi,-1.28,36.82,pulses and nuts,Beans,KG,65.65
7/15/2021,Nairobi,NAIROBI,Wakulima (Nairobi),-1.29,36.83,cereals and tubers,"Potatoes (Irish, red)",50 KG,1500.0
7/15/2021,Nairobi,NAIROBI,Wakulima (Nairobi),-1.29,36.83,cereals and tubers,"Potatoes (Irish, white)",50 KG,1500.0
7/15/2021,Nairobi,NAIROBI,Wakulima (Nairobi),-1.29,36.83,vegetables and fruits,Onions (dry),13 KG,575.0
7/15/2021,Nairobi,NAIROBI,Wakulima (Nairobi),-1.29,36.83,vegetables and fruits,Tomatoes,64 KG,7875.0
7/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,cereals and tubers,"Maize (white, dry)",90 KG,5400.0
7/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,cereals and tubers,Millet (finger),90 KG,6300.0
7/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,cereals and tubers,Sorghum (red),90 KG,5900.0
7/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,cereals and tubers,Sorghum (white),90 KG,6300.0
7/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,pulses and nuts,Beans (dolichos),90 KG,7650.0
7/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,pulses and nuts,Beans (kidney),90 KG,7450.0
7/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,pulses and nuts,Beans (rosecoco),90 KG,7398.0
7/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,pulses and nuts,Beans (yellow),90 KG,8174.0
7/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,pulses and nuts,Cowpeas,90 KG,4950.0
7/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Cabbage,126 KG,9765.0
7/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Cowpea leaves,KG,50.0
7/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Kale,50 KG,638.0
7/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Onions (dry),13 KG,666.0
7/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Tomatoes,64 KG,3840.0
7/15/2021,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,cereals and tubers,"Potatoes (Irish, red)",50 KG,2335.0
7/15/2021,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,pulses and nuts,Beans (rosecoco),90 KG,8640.0
7/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,pulses and nuts,Beans (dolichos),90 KG,10932.0
7/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,pulses and nuts,Beans (kidney),90 KG,9999.0
7/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,pulses and nuts,Beans (mung),90 KG,11597.0
7/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,pulses and nuts,Beans (rosecoco),90 KG,11196.0
7/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,pulses and nuts,Beans (yellow),90 KG,11463.0
7/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,pulses and nuts,Cowpeas,90 KG,10932.0
7/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,vegetables and fruits,Cabbage,126 KG,4826.0
7/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,vegetables and fruits,Kale,50 KG,1945.0
7/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,vegetables and fruits,Onions (dry),13 KG,900.0
7/15/2021,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,cereals and tubers,"Maize (white, dry)",90 KG,2700.0
7/15/2021,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,cereals and tubers,Millet (finger),90 KG,7425.0
7/15/2021,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,cereals and tubers,"Potatoes (Irish, red)",50 KG,1541.5
7/15/2021,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,cereals and tubers,Rice (aromatic),50 KG,4250.0
7/15/2021,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,cereals and tubers,Sorghum (red),90 KG,4950.0
7/15/2021,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,pulses and nuts,Beans (dolichos),90 KG,9000.0
7/15/2021,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,pulses and nuts,Beans (kidney),90 KG,8100.0
7/15/2021,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,pulses and nuts,Beans (rosecoco),90 KG,8100.0
7/15/2021,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,pulses and nuts,Cowpeas,90 KG,8100.0
7/15/2021,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,vegetables and fruits,Kale,50 KG,1500.0
7/15/2021,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,vegetables and fruits,Onions (dry),13 KG,650.0
7/15/2021,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,vegetables and fruits,Tomatoes,64 KG,3296.0
7/15/2021,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,cereals and tubers,"Potatoes (Irish, red)",50 KG,1110.0
7/15/2021,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,pulses and nuts,Beans (yellow),90 KG,6696.0
7/15/2021,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,vegetables and fruits,Kale,50 KG,1000.0
7/15/2021,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,vegetables and fruits,Onions (dry),13 KG,520.0
7/15/2021,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,vegetables and fruits,Tomatoes,64 KG,1920.0
7/15/2021,Rift Valley,NAKURU,Nakuru,-0.28,36.07,cereals and tubers,Maize,KG,30.0
7/15/2021,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,cereals and tubers,Maize,KG,29.0
7/15/2021,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,cereals and tubers,Rice (aromatic),50 KG,5000.0
7/15/2021,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,pulses and nuts,Beans (yellow),90 KG,10238.0
7/15/2021,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,vegetables and fruits,Tomatoes,64 KG,3520.0
7/15/2021,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,cereals and tubers,"Maize (white, dry)",90 KG,2754.0
7/15/2021,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,cereals and tubers,Millet (finger),90 KG,8226.0
7/15/2021,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,cereals and tubers,"Potatoes (Irish, red)",50 KG,2800.0
7/15/2021,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,pulses and nuts,Beans (rosecoco),90 KG,7326.0
7/15/2021,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,vegetables and fruits,Cabbage,126 KG,2772.0
7/15/2021,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,vegetables and fruits,Kale,50 KG,1243.0
7/15/2021,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,vegetables and fruits,Onions (dry),13 KG,845.0
7/15/2021,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,vegetables and fruits,Spinach,KG,32.0
7/15/2021,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,vegetables and fruits,Tomatoes,64 KG,3541.0
7/15/2021,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,cereals and tubers,"Maize (white, dry)",90 KG,2799.0
7/15/2021,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,cereals and tubers,Millet (finger),90 KG,7245.0
7/15/2021,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,cereals and tubers,"Potatoes (Irish, white)",50 KG,1000.0
7/15/2021,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,pulses and nuts,Beans (kidney),90 KG,5850.0
7/15/2021,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,pulses and nuts,Beans (rosecoco),90 KG,6174.0
7/15/2021,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,pulses and nuts,Beans (yellow),90 KG,12600.0
7/15/2021,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,vegetables and fruits,Spinach,KG,38.0
8/15/2021,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,cereals and tubers,"Potatoes (Irish, white)",50 KG,1700.0
8/15/2021,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,vegetables and fruits,Cabbage,126 KG,2520.0
8/15/2021,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,vegetables and fruits,Onions (dry),13 KG,601.0
8/15/2021,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,vegetables and fruits,Spinach,KG,45.0
8/15/2021,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,vegetables and fruits,Tomatoes,64 KG,4352.0
8/15/2021,Coast,MOMBASA,Mombasa,-4.05,39.67,cereals and tubers,Maize,KG,32.0
8/15/2021,Eastern,MACHAKOS,Tala Centre Market (Machakos),-1.27,37.32,cereals and tubers,Millet (finger),90 KG,7200.0
8/15/2021,Eastern,MACHAKOS,Tala Centre Market (Machakos),-1.27,37.32,cereals and tubers,"Potatoes (Irish, white)",50 KG,1500.0
8/15/2021,Eastern,MACHAKOS,Tala Centre Market (Machakos),-1.27,37.32,cereals and tubers,Rice (aromatic),50 KG,8000.0
8/15/2021,Eastern,MACHAKOS,Tala Centre Market (Machakos),-1.27,37.32,vegetables and fruits,Cabbage,126 KG,3150.0
8/15/2021,Eastern,MACHAKOS,Tala Centre Market (Machakos),-1.27,37.32,vegetables and fruits,Cowpea leaves,KG,30.0
8/15/2021,Eastern,MACHAKOS,Tala Centre Market (Machakos),-1.27,37.32,vegetables and fruits,Kale,50 KG,1250.0
8/15/2021,Eastern,MACHAKOS,Tala Centre Market (Machakos),-1.27,37.32,vegetables and fruits,Spinach,KG,30.0
8/15/2021,Eastern,MACHAKOS,Tala Centre Market (Machakos),-1.27,37.32,vegetables and fruits,Tomatoes,64 KG,2560.0
8/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,cereals and tubers,Millet (finger),90 KG,6300.0
8/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,cereals and tubers,Rice (aromatic),50 KG,6500.0
8/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,"meat, fish and eggs","Fish (omena, dry)",KG,176.0
8/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,pulses and nuts,Beans (yellow),90 KG,9000.0
8/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Cabbage,126 KG,2520.0
8/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Cowpea leaves,KG,40.0
8/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Kale,50 KG,1250.0
8/15/2021,Nairobi,NAIROBI,Nairobi,-1.28,36.82,pulses and nuts,Beans,KG,60.93
8/15/2021,Nairobi,NAIROBI,Wakulima (Nairobi),-1.29,36.83,vegetables and fruits,Tomatoes,64 KG,8000.0
8/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,cereals and tubers,Sorghum (white),90 KG,7200.0
8/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,pulses and nuts,Beans (yellow),90 KG,7119.0
8/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Kale,50 KG,1250.0
8/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Onions (dry),13 KG,663.0
8/15/2021,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Spinach,KG,27.0
8/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,cereals and tubers,"Maize (white, dry)",90 KG,3600.0
8/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,cereals and tubers,Millet (finger),90 KG,11997.0
8/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,cereals and tubers,"Potatoes (Irish, white)",50 KG,800.0
8/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,cereals and tubers,Rice (aromatic),50 KG,7780.0
8/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,cereals and tubers,Sorghum (red),90 KG,3996.0
8/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,cereals and tubers,Sorghum (white),90 KG,3996.0
8/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,"meat, fish and eggs","Fish (omena, dry)",KG,133.0
8/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,vegetables and fruits,Kale,50 KG,1863.0
8/15/2021,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,vegetables and fruits,Onions (dry),13 KG,800.0
8/15/2021,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,cereals and tubers,"Potatoes (Irish, red)",50 KG,1430.0
8/15/2021,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,cereals and tubers,Rice (aromatic),50 KG,3750.0
8/15/2021,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,vegetables and fruits,Cabbage,126 KG,3780.0
8/15/2021,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,vegetables and fruits,Kale,50 KG,1000.0
8/15/2021,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,vegetables and fruits,Onions (dry),13 KG,520.0
8/15/2021,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,vegetables and fruits,Spinach,KG,20.0
8/15/2021,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,vegetables and fruits,Tomatoes,64 KG,1920.0
8/15/2021,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,cereals and tubers,Maize,KG,29.0
8/15/2021,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,cereals and tubers,"Maize (white, dry)",90 KG,3375.0
8/15/2021,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,cereals and tubers,Rice (aromatic),50 KG,5200.0
8/15/2021,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,cereals and tubers,Sorghum (red),90 KG,4163.0
8/15/2021,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,"meat, fish and eggs","Fish (omena, dry)",KG,97.0
8/15/2021,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,vegetables and fruits,Onions (dry),13 KG,520.0
8/15/2021,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,vegetables and fruits,Tomatoes,64 KG,3520.0
8/15/2021,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,cereals and tubers,Millet (finger),90 KG,9720.0
8/15/2021,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,cereals and tubers,"Potatoes (Irish, red)",50 KG,1900.0
8/15/2021,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,pulses and nuts,Beans (yellow),90 KG,11800.0
8/15/2021,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,vegetables and fruits,Cabbage,126 KG,3276.0
8/15/2021,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,vegetables and fruits,Kale,50 KG,2165.0
8/15/2021,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,vegetables and fruits,Tomatoes,64 KG,3840.0
8/15/2021,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,cereals and tubers,"Potatoes (Irish, white)",50 KG,1000.0
8/15/2021,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,vegetables and fruits,Cabbage,126 KG,2520.0
8/15/2021,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,vegetables and fruits,Kale,50 KG,1068.0
8/15/2021,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,vegetables and fruits,Onions (dry),13 KG,845.0
8/15/2021,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,vegetables and fruits,Spinach,KG,43.0
9/15/2021,Central,NYERI,Karatina (Nyeri),-0.48,37.13,pulses and nuts,Beans (yellow),90 KG,8001.0
9/15/2021,Central,NYERI,Karatina (Nyeri),-0.48,37.13,vegetables and fruits,Cabbage,126 KG,1046.0
9/15/2021,Central,NYERI,Karatina (Nyeri),-0.48,37.13,vegetables and fruits,Onions (dry),13 KG,596.0
9/15/2021,Central,NYERI,Karatina (Nyeri),-0.48,37.13,vegetables and fruits,Tomatoes,64 KG,3157.0
9/15/2021,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,cereals and tubers,"Maize (white, dry)",90 KG,2700.0
9/15/2021,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,cereals and tubers,"Potatoes (Irish, white)",50 KG,1200.0
9/15/2021,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,pulses and nuts,Beans (kidney),90 KG,6696.0
9/15/2021,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,pulses and nuts,Beans (yellow),90 KG,6903.0
9/15/2021,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,pulses and nuts,Cowpeas,90 KG,5850.0
9/15/2021,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,vegetables and fruits,Cabbage,126 KG,2205.0
9/15/2021,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,vegetables and fruits,Kale,50 KG,1241.0
9/15/2021,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,vegetables and fruits,Tomatoes,64 KG,4332.0
9/15/2021,Eastern,KITUI,Kitui town (Kitui),-1.36,38.01,cereals and tubers,"Maize (white, dry)",90 KG,2799.0
9/15/2021,Eastern,KITUI,Kitui town (Kitui),-1.36,38.01,cereals and tubers,"Potatoes (Irish, red)",50 KG,800.0
9/15/2021,Eastern,KITUI,Kitui town (Kitui),-1.36,38.01,cereals and tubers,"Potatoes (Irish, white)",50 KG,884.0
9/15/2021,Eastern,KITUI,Kitui town (Kitui),-1.36,38.01,cereals and tubers,Sorghum (red),90 KG,5025.0
9/15/2021,Eastern,KITUI,Kitui town (Kitui),-1.36,38.01,pulses and nuts,Beans (kidney),90 KG,6498.0
9/15/2021,Eastern,KITUI,Kitui town (Kitui),-1.36,38.01,pulses and nuts,Beans (yellow),90 KG,7497.0
9/15/2021,Eastern,KITUI,Kitui town (Kitui),-1.36,38.01,vegetables and fruits,Cabbage,126 KG,2268.0
9/15/2021,Eastern,KITUI,Kitui town (Kitui),-1.36,38.01,vegetables and fruits,Kale,50 KG,1250.0
9/15/2021,Eastern,KITUI,Kitui town (Kitui),-1.36,38.01,vegetables and fruits,Onions (dry),13 KG,789.0
9/15/2021,Eastern,MACHAKOS,Tala Centre Market (Machakos),-1.27,37.32,cereals and tubers,"Potatoes (Irish, white)",50 KG,1438.0
9/15/2021,Eastern,MACHAKOS,Tala Centre Market (Machakos),-1.27,37.32,cereals and tubers,Rice (aromatic),50 KG,6875.0
9/15/2021,Eastern,MACHAKOS,Tala Centre Market (Machakos),-1.27,37.32,pulses and nuts,Beans (rosecoco),90 KG,6750.0
9/15/2021,Eastern,MACHAKOS,Tala Centre Market (Machakos),-1.27,37.32,pulses and nuts,Beans (yellow),90 KG,8325.0
9/15/2021,Eastern,MACHAKOS,Tala Centre Market (Machakos),-1.27,37.32,pulses and nuts,Cowpeas,90 KG,6300.0
9/15/2021,Eastern,MACHAKOS,Tala Centre Market (Machakos),-1.27,37.32,vegetables and fruits,Cabbage,126 KG,3071.0
9/15/2021,Eastern,MACHAKOS,Tala Centre Market (Machakos),-1.27,37.32,vegetables and fruits,Onions (dry),13 KG,731.0
9/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,cereals and tubers,Millet (finger),90 KG,5625.0
9/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,cereals and tubers,"Potatoes (Irish, red)",50 KG,1083.0
9/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,cereals and tubers,Sorghum (white),90 KG,5100.0
9/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,pulses and nuts,Beans (kidney),90 KG,6750.0
9/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,pulses and nuts,Beans (rosecoco),90 KG,6000.0
9/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,pulses and nuts,Beans (yellow),90 KG,7440.0
9/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,pulses and nuts,Cowpeas,90 KG,6075.0
9/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,vegetables and fruits,Cabbage,126 KG,3150.0
9/15/2021,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,vegetables and fruits,Kale,50 KG,1469.0
9/15/2021,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,cereals and tubers,"Maize (white, dry)",90 KG,3600.0
9/15/2021,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,cereals and tubers,"Potatoes (Irish, white)",50 KG,1150.0
9/15/2021,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,cereals and tubers,Rice (aromatic),50 KG,8500.0
9/15/2021,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,pulses and nuts,Beans (rosecoco),90 KG,9900.0
9/15/2021,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Cabbage,126 KG,1682.0
9/15/2021,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Onions (dry),13 KG,665.0
9/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,cereals and tubers,"Potatoes (Irish, white)",50 KG,1100.0
9/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,cereals and tubers,Rice (aromatic),50 KG,6500.0
9/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,cereals and tubers,Sorghum (red),90 KG,4500.0
9/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,pulses and nuts,Beans (rosecoco),90 KG,7200.0
9/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Cabbage,126 KG,3056.0
9/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Kale,50 KG,1375.0
9/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Onions (dry),13 KG,650.0
9/15/2021,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Tomatoes,64 KG,3520.0
9/15/2021,Nairobi,NAIROBI,Nairobi,-1.28,36.82,pulses and nuts,Beans,KG,60.05
9/15/2021,Nairobi,NAIROBI,Wakulima (Nairobi),-1.29,36.83,cereals and tubers,"Potatoes (Irish, red)",50 KG,1750.0
9/15/2021,Nairobi,NAIROBI,Wakulima (Nairobi),-1.29,36.83,vegetables and fruits,Onions (dry),13 KG,481.0
